state,county,year,total_population
KY,trimble,2000,8175
KY,union,2000,15601
KY,warren,2000,92822
KY,washington,2000,10915
KY,wayne,2000,19985
KY,webster,2000,14113
KY,whitley,2000,35970
KY,wolfe,2000,7095
KY,woodford,2000,23267
LA,acadia parish,2000,58817
LA,allen parish,2000,25410
LA,ascension parish,2000,77335
LA,assumption parish,2000,23378
LA,avoyelles parish,2000,41480
LA,beauregard parish,2000,33025
LA,bienville parish,2000,15728
LA,bossier parish,2000,98601
LA,caddo parish,2000,252013
LA,calcasieu parish,2000,183514
LA,caldwell parish,2000,10579
LA,cameron parish,2000,9949
LA,catahoula parish,2000,10903
LA,claiborne parish,2000,16779
LA,concordia parish,2000,20212
LA,de soto parish,2000,25513
LA,east baton rouge parish,2000,412919
LA,east carroll parish,2000,9402
LA,east feliciana parish,2000,21365
LA,evangeline parish,2000,35399
LA,franklin parish,2000,21245
LA,grant parish,2000,18687
LA,iberia parish,2000,73234
LA,iberville parish,2000,33315
LA,jackson parish,2000,15381
LA,jefferson parish,2000,454738
LA,jefferson davis parish,2000,31398
LA,lafayette parish,2000,190453
LA,lafourche parish,2000,89974
LA,la salle parish,2000,14264
LA,lincoln parish,2000,42510
LA,livingston parish,2000,92531
LA,madison parish,2000,13707
LA,morehouse parish,2000,30962
LA,natchitoches parish,2000,39097
LA,orleans parish,2000,483663
LA,ouachita parish,2000,147266
LA,plaquemines parish,2000,26737
LA,pointe coupee parish,2000,22756
LA,rapides parish,2000,126392
LA,red river parish,2000,9598
LA,richland parish,2000,20930
LA,sabine parish,2000,23495
LA,st. bernard parish,2000,66988
LA,st. charles parish,2000,48160
LA,st. helena parish,2000,10508
LA,st. james parish,2000,21179
LA,st. john the baptist parish,2000,43151
LA,st. landry parish,2000,87711
LA,st. martin parish,2000,48654
LA,st. mary parish,2000,53256
LA,st. tammany parish,2000,192179
LA,tangipahoa parish,2000,100826
LA,tensas parish,2000,6575
LA,terrebonne parish,2000,104461
LA,union parish,2000,22777
LA,vermilion parish,2000,53966
LA,vernon parish,2000,52522
LA,washington parish,2000,43890
LA,webster parish,2000,41709
LA,west baton rouge parish,2000,21564
LA,west carroll parish,2000,12283
LA,west feliciana parish,2000,15136
LA,winn parish,2000,16830
ME,androscoggin,2000,103845
ME,aroostook,2000,73869
ME,cumberland,2000,266058
ME,franklin,2000,29479
ME,hancock,2000,51862
ME,kennebec,2000,117214
ME,knox,2000,39684
ME,lincoln,2000,33699
ME,oxford,2000,54802
ME,penobscot,2000,144907
ME,piscataquis,2000,17244
ME,sagadahoc,2000,35225
ME,somerset,2000,50893
ME,waldo,2000,36468
ME,washington,2000,33886
ME,york,2000,188076
MD,allegany,2000,74804
MD,anne arundel,2000,491394
MD,baltimore,2000,756037
MD,calvert,2000,75163
MD,caroline,2000,29828
MD,carroll,2000,151580
MD,cecil,2000,86464
MD,charles,2000,121203
MD,dorchester,2000,30586
MD,frederick,2000,196522
MD,garrett,2000,29824
MD,harford,2000,219472
MD,howard,2000,249599
MD,kent,2000,19266
MD,montgomery,2000,877363
MD,prince george's,2000,803189
MD,queen anne's,2000,40765
MD,st. mary's,2000,86521
MD,somerset,2000,24718
MD,talbot,2000,33890
MD,washington,2000,132101
MD,wicomico,2000,84864
MD,worcester,2000,46772
MD,baltimore city,2000,648654
MA,barnstable,2000,223245
MA,berkshire,2000,134787
MA,bristol,2000,536008
MA,dukes,2000,15072
MA,essex,2000,725379
MA,franklin,2000,71499
MA,hampden,2000,456573
MA,hampshire,2000,152381
MA,middlesex,2000,1468934
MA,nantucket,2000,9574
MA,norfolk,2000,651227
MA,plymouth,2000,474414
MA,suffolk,2000,691238
MA,worcester,2000,752684
MI,alcona,2000,11709
MI,alger,2000,9827
MI,allegan,2000,106048
MI,alpena,2000,31276
MI,antrim,2000,23258
MI,arenac,2000,17263
MI,baraga,2000,8872
MI,barry,2000,56903
MI,bay,2000,110091
MI,benzie,2000,16106
MI,berrien,2000,162556
MI,branch,2000,45874
MI,calhoun,2000,138021
MI,cass,2000,51118
MI,charlevoix,2000,26172
MI,cheboygan,2000,26570
MI,chippewa,2000,38599
MI,clare,2000,31381
MI,clinton,2000,64940
MI,crawford,2000,14346
MI,delta,2000,38547
MI,dickinson,2000,27481
MI,eaton,2000,103935
MI,emmet,2000,31561
MI,genesee,2000,436885
MI,gladwin,2000,26118
MI,gogebic,2000,17203
MI,grand traverse,2000,78029
MI,gratiot,2000,42473
MI,hillsdale,2000,46672
MI,houghton,2000,35950
MI,huron,2000,36024
MI,ingham,2000,279668
MI,ionia,2000,61679
MI,iosco,2000,27324
MI,iron,2000,13109
MI,isabella,2000,63421
MI,jackson,2000,158735
MI,kalamazoo,2000,239046
MI,kalkaska,2000,16632
MI,kent,2000,576507
MI,keweenaw,2000,2310
MI,lake,2000,11372
MI,lapeer,2000,88302
MI,leelanau,2000,21262
MI,lenawee,2000,99070
MI,livingston,2000,158439
MI,luce,2000,7006
MI,mackinac,2000,11925
MI,macomb,2000,790821
MI,manistee,2000,24629
MI,marquette,2000,64597
MI,mason,2000,28363
MI,mecosta,2000,40655
MI,menominee,2000,25286
MI,midland,2000,82994
MI,missaukee,2000,14544
MI,monroe,2000,146412
MI,montcalm,2000,61488
MI,montmorency,2000,10374
MI,muskegon,2000,170485
MI,newaygo,2000,48003
MI,oakland,2000,1196417
MI,oceana,2000,26940
MI,ogemaw,2000,21692
MI,ontonagon,2000,7801
MI,osceola,2000,23231
MI,oscoda,2000,9410
MI,otsego,2000,23423
MI,ottawa,2000,239490
MI,presque isle,2000,14371
MI,roscommon,2000,25527
MI,saginaw,2000,209931
MI,st. clair,2000,164734
MI,st. joseph,2000,62518
MI,sanilac,2000,44530
MI,schoolcraft,2000,8922
MI,shiawassee,2000,71707
MI,tuscola,2000,58273
MI,van buren,2000,76352
MI,washtenaw,2000,324491
MI,wayne,2000,2058758
MI,wexford,2000,30524
MN,aitkin,2000,15349
MN,anoka,2000,299775
MN,becker,2000,30066
MN,beltrami,2000,39799
MN,benton,2000,34502
MN,big stone,2000,5782
MN,blue earth,2000,55947
MN,brown,2000,26876
MN,carlton,2000,31723
MN,carver,2000,70860
MN,cass,2000,27277
MN,chippewa,2000,13066
MN,chisago,2000,41539
MN,clay,2000,51291
MN,clearwater,2000,8376
MN,cook,2000,5190
MN,cottonwood,2000,12135
MN,crow wing,2000,55311
MN,dakota,2000,357906
MN,dodge,2000,17854
MN,douglas,2000,32919
MN,faribault,2000,16146
MN,fillmore,2000,21157
MN,freeborn,2000,32542
MN,goodhue,2000,44155
MN,grant,2000,6271
MN,hennepin,2000,1118227
MN,houston,2000,19735
MN,hubbard,2000,18418
MN,isanti,2000,31515
MN,itasca,2000,44010
MN,jackson,2000,11234
MN,kanabec,2000,15045
MN,kandiyohi,2000,41144
MN,kittson,2000,5255
MN,koochiching,2000,14295
MN,lac qui parle,2000,8048
MN,lake,2000,11064
MN,lake of the woods,2000,4501
MN,le sueur,2000,25483
MN,lincoln,2000,6400
MN,lyon,2000,25439
MN,mcleod,2000,34863
MN,mahnomen,2000,5172
MN,marshall,2000,10122
MN,martin,2000,21772
MN,meeker,2000,22694
MN,mille lacs,2000,22448
MN,morrison,2000,31793
MN,mower,2000,38673
MN,murray,2000,9143
MN,nicollet,2000,29903
MN,nobles,2000,20777
MN,norman,2000,7422
MN,olmsted,2000,124919
MN,otter tail,2000,57151
MN,pennington,2000,13543
MN,pine,2000,26663
MN,pipestone,2000,9849
MN,polk,2000,31378
MN,pope,2000,11246
MN,ramsey,2000,511587
MN,red lake,2000,4284
MN,redwood,2000,16757
MN,renville,2000,17136
MN,rice,2000,56812
MN,rock,2000,9703
MN,roseau,2000,16309
MN,st. louis,2000,200478
MN,scott,2000,91081
MN,sherburne,2000,65267
MN,sibley,2000,15354
MN,stearns,2000,133543
MN,steele,2000,33805
MN,stevens,2000,10022
MN,swift,2000,11923
MN,todd,2000,24408
MN,traverse,2000,4120
MN,wabasha,2000,21654
MN,wadena,2000,13719
MN,waseca,2000,19517
MN,washington,2000,202547
MN,watonwan,2000,11822
MN,wilkin,2000,7119
MN,winona,2000,50037
MN,wright,2000,90751
MN,yellow medicine,2000,11045
MS,adams,2000,34214
MS,alcorn,2000,34606
MS,amite,2000,13578
MS,attala,2000,19643
MS,benton,2000,8024
MS,bolivar,2000,40470
MS,calhoun,2000,15052
MS,carroll,2000,10773
MS,chickasaw,2000,19408
MS,choctaw,2000,9748
MS,claiborne,2000,11823
MS,clarke,2000,17937
MS,clay,2000,21972
MS,coahoma,2000,30550
MS,copiah,2000,28761
MS,covington,2000,19460
MS,desoto,2000,108666
MS,forrest,2000,72814
MS,franklin,2000,8451
MS,george,2000,19195
MS,greene,2000,13305
MS,grenada,2000,23191
MS,hancock,2000,43272
MS,harrison,2000,189878
MS,hinds,2000,250600
MS,holmes,2000,21588
MS,humphreys,2000,11134
MS,issaquena,2000,2267
MS,itawamba,2000,22848
MS,jackson,2000,131839
MS,jasper,2000,18131
MS,jefferson,2000,9704
MS,jefferson davis,2000,13870
MS,jones,2000,64999
MS,kemper,2000,10426
MS,lafayette,2000,38764
MS,lamar,2000,39335
MS,lauderdale,2000,78082
MS,lawrence,2000,13281
MS,leake,2000,20931
MS,lee,2000,75960
MS,leflore,2000,37833
MS,lincoln,2000,33149
MS,lowndes,2000,61503
MS,madison,2000,75063
MS,marion,2000,25586
MS,marshall,2000,35050
MS,monroe,2000,38001
MS,montgomery,2000,12124
MS,neshoba,2000,28715
MS,newton,2000,21851
MS,noxubee,2000,12543
MS,oktibbeha,2000,43041
MS,panola,2000,34412
MS,pearl river,2000,48766
MS,perry,2000,12176
MS,pike,2000,38982
MS,pontotoc,2000,26776
MS,prentiss,2000,25592
MS,quitman,2000,10055
MS,rankin,2000,116172
MS,scott,2000,28408
MS,sharkey,2000,6538
MS,simpson,2000,27656
MS,smith,2000,16187
MS,stone,2000,13688
MS,sunflower,2000,34232
MS,tallahatchie,2000,14866
MS,tate,2000,25442
MS,tippah,2000,20863
MS,tishomingo,2000,19159
MS,tunica,2000,9220
MS,union,2000,25514
MS,walthall,2000,15102
MS,warren,2000,49581
MS,washington,2000,62685
MS,wayne,2000,21196
MS,webster,2000,10287
MS,wilkinson,2000,10291
MS,winston,2000,20166
MS,yalobusha,2000,13161
MS,yazoo,2000,28128
MO,adair,2000,24961
MO,andrew,2000,16530
MO,atchison,2000,6405
MO,audrain,2000,25807
MO,barry,2000,34050
MO,barton,2000,12541
MO,bates,2000,16703
MO,benton,2000,17233
MO,bollinger,2000,12053
MO,boone,2000,135846
MO,buchanan,2000,86094
MO,butler,2000,40799
MO,caldwell,2000,8977
MO,callaway,2000,40925
MO,camden,2000,37228
MO,cape girardeau,2000,68792
MO,carroll,2000,10275
MO,carter,2000,5945
MO,cass,2000,82603
MO,cedar,2000,13733
MO,chariton,2000,8409
MO,christian,2000,54951
MO,clark,2000,7389
MO,clay,2000,184820
MO,clinton,2000,19031
MO,cole,2000,71479
MO,cooper,2000,16702
MO,crawford,2000,22830
MO,dade,2000,7906
MO,dallas,2000,15689
MO,daviess,2000,7995
MO,dekalb,2000,13108
MO,dent,2000,14934
MO,douglas,2000,13099
MO,dunklin,2000,33108
MO,franklin,2000,94059
MO,gasconade,2000,15370
MO,gentry,2000,6850
MO,greene,2000,240814
MO,grundy,2000,10415
MO,harrison,2000,8864
MO,henry,2000,22089
MO,hickory,2000,8942
MO,holt,2000,5323
MO,howard,2000,10180
MO,howell,2000,37232
MO,iron,2000,10632
MO,jackson,2000,655773
MO,jasper,2000,105012
MO,jefferson,2000,198740
MO,johnson,2000,48481
MO,knox,2000,4355
MO,laclede,2000,32589
MO,lafayette,2000,33019
MO,lawrence,2000,35325
MO,lewis,2000,10501
MO,lincoln,2000,39254
MO,linn,2000,13722
MO,livingston,2000,14497
MO,mcdonald,2000,21669
MO,macon,2000,15738
MO,madison,2000,11801
MO,maries,2000,8896
MO,marion,2000,28309
MO,mercer,2000,3756
MO,miller,2000,23629
MO,mississippi,2000,13362
MO,moniteau,2000,14835
MO,monroe,2000,9323
MO,montgomery,2000,12130
MO,morgan,2000,19366
MO,new madrid,2000,19665
MO,newton,2000,52706
MO,nodaway,2000,21875
MO,oregon,2000,10332
MO,osage,2000,13081
MO,ozark,2000,9529
MO,pemiscot,2000,20015
MO,perry,2000,18136
MO,pettis,2000,39441
MO,phelps,2000,39882
MO,pike,2000,18314
MO,platte,2000,74245
MO,polk,2000,27061
MO,pulaski,2000,41712
MO,putnam,2000,5240
MO,ralls,2000,9653
MO,randolph,2000,24670
MO,ray,2000,23374
MO,reynolds,2000,6717
MO,ripley,2000,13492
MO,st. charles,2000,286171
MO,st. clair,2000,9671
MO,ste. genevieve,2000,17908
MO,st. francois,2000,55743
MO,st. louis,2000,1016364
MO,saline,2000,23742
MO,schuyler,2000,4168
MO,scotland,2000,4976
MO,scott,2000,40389
MO,shannon,2000,8319
MO,shelby,2000,6788
MO,stoddard,2000,29693
MO,stone,2000,28740
MO,sullivan,2000,7224
MO,taney,2000,39937
MO,texas,2000,23001
MO,vernon,2000,20414
MO,warren,2000,24721
MO,washington,2000,23410
MO,wayne,2000,13256
MO,webster,2000,31260
MO,worth,2000,2375
MO,wright,2000,17949
MO,st. louis city,2000,346904
MT,beaverhead,2000,9187
MT,big horn,2000,12659
MT,blaine,2000,6973
MT,broadwater,2000,4366
MT,carbon,2000,9564
MT,carter,2000,1345
MT,cascade,2000,80201
MT,chouteau,2000,5975
MT,custer,2000,11667
MT,daniels,2000,2012
MT,dawson,2000,9036
MT,deer lodge,2000,9385
MT,fallon,2000,2811
MT,fergus,2000,11880
MT,flathead,2000,74710
MT,gallatin,2000,68369
MT,garfield,2000,1267
MT,glacier,2000,13197
MT,golden valley,2000,1023
MT,granite,2000,2843
MT,hill,2000,16628
MT,jefferson,2000,10077
MT,judith basin,2000,2332
MT,lake,2000,26622
MT,lewis and clark,2000,55878
MT,liberty,2000,2153
MT,lincoln,2000,18812
MT,mccone,2000,1965
MT,madison,2000,6873
MT,meagher,2000,1929
MT,mineral,2000,3888
MT,missoula,2000,96170
MT,musselshell,2000,4492
MT,park,2000,15719
MT,petroleum,2000,492
MT,phillips,2000,4548
MT,pondera,2000,6377
MT,powder river,2000,1856
MT,powell,2000,7178
MT,prairie,2000,1185
MT,ravalli,2000,36307
MT,richland,2000,9613
MT,roosevelt,2000,10605
MT,rosebud,2000,9391
MT,sanders,2000,10248
MT,sheridan,2000,4073
MT,silver bow,2000,34520
MT,stillwater,2000,8215
MT,sweet grass,2000,3639
MT,teton,2000,6435
MT,toole,2000,5262
MT,treasure,2000,854
MT,valley,2000,7638
MT,wheatland,2000,2251
MT,wibaux,2000,1071
MT,yellowstone,2000,129527
NE,adams,2000,31153
NE,antelope,2000,7440
NE,arthur,2000,442
NE,banner,2000,823
NE,blaine,2000,582
NE,boone,2000,6213
NE,box butte,2000,12112
NE,boyd,2000,2427
NE,brown,2000,3519
NE,buffalo,2000,42341
NE,burt,2000,7789
NE,butler,2000,8857
NE,cass,2000,24394
NE,cedar,2000,9580
NE,chase,2000,4047
NE,cherry,2000,6147
NE,cheyenne,2000,9824
NE,clay,2000,7025
NE,colfax,2000,10459
NE,cuming,2000,10173
NE,custer,2000,11781
NE,dakota,2000,20279
NE,dawes,2000,9035
NE,dawson,2000,24417
NE,deuel,2000,2100
NE,dixon,2000,6315
NE,dodge,2000,36220
NE,douglas,2000,464712
NE,dundy,2000,2292
NE,fillmore,2000,6613
NE,franklin,2000,3548
NE,frontier,2000,3087
NE,furnas,2000,5290
NE,gage,2000,22975
NE,garden,2000,2280
NE,garfield,2000,1891
NE,gosper,2000,2141
NE,grant,2000,746
NE,greeley,2000,2705
NE,hall,2000,53505
NE,hamilton,2000,9380
NE,harlan,2000,3770
NE,hayes,2000,1070
NE,hitchcock,2000,3104
NE,holt,2000,11487
NE,hooker,2000,782
NE,howard,2000,6542
NE,jefferson,2000,8338
NE,johnson,2000,4481
NE,kearney,2000,6886
NE,keith,2000,8860
NE,keya paha,2000,979
NE,kimball,2000,4058
NE,knox,2000,9334
NE,lancaster,2000,251425
NE,lincoln,2000,34637
NE,logan,2000,773
NE,loup,2000,710
NE,mcpherson,2000,531
NE,madison,2000,35190
NE,merrick,2000,8164
NE,morrill,2000,5437
NE,nance,2000,4038
NE,nemaha,2000,7567
NE,nuckolls,2000,5028
NE,otoe,2000,15430
NE,pawnee,2000,3083
NE,perkins,2000,3177
NE,phelps,2000,9734
NE,pierce,2000,7837
NE,platte,2000,31518
NE,polk,2000,5613
NE,red willow,2000,11448
NE,richardson,2000,9503
NE,rock,2000,1755
NE,saline,2000,13860
NE,sarpy,2000,123157
NE,saunders,2000,19852
NE,scotts bluff,2000,36965
NE,seward,2000,16530
NE,sheridan,2000,6175
NE,sherman,2000,3297
NE,sioux,2000,1470
NE,stanton,2000,6424
NE,thayer,2000,6033
NE,thomas,2000,731
NE,thurston,2000,7157
NE,valley,2000,4644
NE,washington,2000,18790
NE,wayne,2000,9805
NE,webster,2000,4053
NE,wheeler,2000,882
NE,york,2000,14572
NV,churchill,2000,24008
NV,clark,2000,1393370
NV,douglas,2000,41429
NV,elko,2000,45236
NV,esmeralda,2000,972
NV,eureka,2000,1627
NV,humboldt,2000,15903
NV,lander,2000,5694
NV,lincoln,2000,4172
NV,lyon,2000,34841
NV,mineral,2000,5007
NV,nye,2000,32912
NV,pershing,2000,6654
NV,storey,2000,3393
NV,washoe,2000,341415
NV,white pine,2000,9027
NV,carson city,2000,52551
NH,belknap,2000,56584
NH,carroll,2000,43910
NH,cheshire,2000,73984
NH,coos,2000,33143
NH,grafton,2000,81797
NH,hillsborough,2000,382409
NH,merrimack,2000,136648
NH,rockingham,2000,278733
NH,strafford,2000,112686
NH,sullivan,2000,40552
NJ,atlantic,2000,253038
NJ,bergen,2000,885329
NJ,burlington,2000,424547
NJ,camden,2000,507648
NJ,cape may,2000,102307
NJ,cumberland,2000,146362
NJ,essex,2000,792302
NJ,gloucester,2000,256340
NJ,hudson,2000,609422
NJ,hunterdon,2000,122553
NJ,mercer,2000,351561
NJ,middlesex,2000,752705
NJ,monmouth,2000,617127
NJ,morris,2000,471338
NJ,ocean,2000,513686
NJ,passaic,2000,490803
NJ,salem,2000,64213
NJ,somerset,2000,298915
NJ,sussex,2000,144618
NJ,union,2000,523149
NJ,warren,2000,102958
NM,bernalillo,2000,557158
NM,catron,2000,3566
NM,chaves,2000,61297
NM,cibola,2000,25644
NM,colfax,2000,14206
NM,curry,2000,44901
NM,de baca,2000,2214
NM,dona ana,2000,174973
NM,eddy,2000,51419
NM,grant,2000,30892
NM,guadalupe,2000,4684
NM,harding,2000,803
NM,hidalgo,2000,5754
NM,lea,2000,55155
NM,lincoln,2000,19535
NM,los alamos,2000,18275
NM,luna,2000,24989
NM,mckinley,2000,74586
NM,mora,2000,5202
NM,otero,2000,62231
NM,quay,2000,10081
NM,rio arriba,2000,41245
NM,roosevelt,2000,17985
NM,sandoval,2000,91249
NM,san juan,2000,114035
NM,san miguel,2000,30071
NM,santa fe,2000,129840
NM,sierra,2000,13244
NM,socorro,2000,18054
NM,taos,2000,30062
NM,torrance,2000,16939
NM,union,2000,4158
NM,valencia,2000,66366
NY,albany,2000,294960
NY,allegany,2000,49916
NY,bronx,2000,1333854
NY,broome,2000,200319
NY,cattaraugus,2000,84017
NY,cayuga,2000,81925
NY,chautauqua,2000,139659
NY,chemung,2000,91079
NY,chenango,2000,51381
NY,clinton,2000,79897
NY,columbia,2000,63055
NY,cortland,2000,48571
NY,delaware,2000,47967
NY,dutchess,2000,281001
NY,erie,2000,949494
NY,essex,2000,38822
NY,franklin,2000,51049
NY,fulton,2000,55006
NY,genesee,2000,60329
NY,greene,2000,48143
NY,hamilton,2000,5383
NY,herkimer,2000,64383
NY,jefferson,2000,111494
NY,kings,2000,2465812
NY,lewis,2000,26966
NY,livingston,2000,64361
NY,madison,2000,69420
NY,monroe,2000,739047
NY,montgomery,2000,49653
NY,nassau,2000,1336290
NY,new york,2000,1540373
NY,niagara,2000,219665
NY,oneida,2000,235045
NY,onondaga,2000,457907
NY,ontario,2000,100289
NY,orange,2000,343155
NY,orleans,2000,44147
NY,oswego,2000,122490
NY,otsego,2000,61669
NY,putnam,2000,96079
NY,queens,2000,2229895
NY,rensselaer,2000,152627
NY,richmond,2000,445414
NY,rockland,2000,287455
NY,st. lawrence,2000,111869
NY,saratoga,2000,201570
NY,schenectady,2000,146481
NY,schoharie,2000,31589
NY,schuyler,2000,19281
NY,seneca,2000,33343
NY,steuben,2000,98776
NY,suffolk,2000,1423512
NY,sullivan,2000,74236
NY,tioga,2000,51723
NY,tompkins,2000,96662
NY,ulster,2000,177831
NY,warren,2000,63364
NY,washington,2000,60984
NY,wayne,2000,93751
NY,westchester,2000,925505
NY,wyoming,2000,43364
NY,yates,2000,24740
NC,alamance,2000,131521
NC,alexander,2000,33674
NC,alleghany,2000,10687
NC,anson,2000,25310
NC,ashe,2000,24449
NC,avery,2000,17328
NC,beaufort,2000,44997
NC,bertie,2000,19715
NC,bladen,2000,32240
NC,brunswick,2000,73756
NC,buncombe,2000,206991
NC,burke,2000,89325
NC,cabarrus,2000,132225
NC,caldwell,2000,77606
NC,camden,2000,6922
NC,carteret,2000,59383
NC,caswell,2000,23550
NC,catawba,2000,142515
NC,chatham,2000,49721
NC,cherokee,2000,24372
NC,chowan,2000,14118
NC,clay,2000,8817
NC,cleveland,2000,96461
NC,columbus,2000,54713
NC,craven,2000,91654
NC,cumberland,2000,303033
NC,currituck,2000,18286
NC,dare,2000,30176
NC,davidson,2000,147664
NC,davie,2000,35061
NC,duplin,2000,49189
NC,durham,2000,224635
NC,edgecombe,2000,55338
NC,forsyth,2000,307007
NC,franklin,2000,47610
NC,gaston,2000,190796
NC,gates,2000,10496
NC,graham,2000,7992
NC,granville,2000,48844
NC,greene,2000,19026
NC,guilford,2000,422519
NC,halifax,2000,57238
NC,harnett,2000,91414
NC,haywood,2000,54107
NC,henderson,2000,89696
NC,hertford,2000,22948
NC,hoke,2000,33860
NC,hyde,2000,5828
NC,iredell,2000,123617
NC,jackson,2000,33274
NC,johnston,2000,123309
NC,jones,2000,10380
NC,lee,2000,49434
NC,lenoir,2000,59497
NC,lincoln,2000,64107
NC,mcdowell,2000,42248
NC,macon,2000,29964
NC,madison,2000,19698
NC,martin,2000,25494
NC,mecklenburg,2000,700786
NC,mitchell,2000,15723
NC,montgomery,2000,26925
NC,moore,2000,75195
NC,nash,2000,87707
NC,new hanover,2000,160842
NC,northampton,2000,22054
NC,onslow,2000,149774
NC,orange,2000,116049
NC,pamlico,2000,12934
NC,pasquotank,2000,34905
NC,pender,2000,41229
NC,perquimans,2000,11393
NC,person,2000,35746
NC,pitt,2000,134130
NC,polk,2000,18399
NC,randolph,2000,131018
NC,richmond,2000,46545
NC,robeson,2000,123356
NC,rockingham,2000,91999
NC,rowan,2000,130686
NC,rutherford,2000,62962
NC,sampson,2000,60302
